Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
female,25,162.0,61.0,23.0,107.0,40.5,142.0
male,58,183.0,85.0,16.0,95.0,40.0,93.0
female,46,150.0,50.0,4.0,76.0,38.9,13.0
male,24,179.0,82.0,24.0,100.0,40.5,116.0
female,40,170.0,67.0,6.0,82.0,39.4,22.0
male,27,191.0,92.0,30.0,112.0,40.9,210.0
female,65,168.0,71.0,4.0,79.0,39.0,15.0
female,34,177.0,75.0,8.0,90.0,39.7,35.0
female,20,146.0,47.0,9.0,92.0,39.7,42.0
male,74,193.0,92.0,10.0,82.0,40.0,48.0
female,22,176.0,74.0,19.0,97.0,40.8,92.0
male,25,179.0,80.0,4.0,89.0,39.1,13.0
male,57,186.0,90.0,3.0,82.0,38.1,12.0
male,59,189.0,90.0,20.0,94.0,40.7,116.0
male,40,182.0,83.0,13.0,94.0,40.0,61.0
male,22,179.0,80.0,26.0,101.0,40.9,126.0
female,21,168.0,63.0,15.0,96.0,40.1,73.0
male,39,188.0,91.0,9.0,88.0,39.6,36.0
male,59,193.0,97.0,12.0,92.0,39.7,68.0
male,44,189.0,91.0,16.0,89.0,40.1,69.0
female,68,166.0,64.0,3.0,77.0,38.3,11.0
male,49,193.0,87.0,9.0,85.0,39.8,35.0
female,24,145.0,48.0,2.0,79.0,37.9,7.0
female,30,178.0,77.0,21.0,106.0,40.8,124.0
female,29,160.0,60.0,26.0,100.0,40.7,143.0
male,33,179.0,76.0,16.0,91.0,40.5,61.0
male,27,202.0,108.0,5.0,82.0,38.8,14.0
female,33,175.0,75.0,1.0,85.0,38.0,4.0
female,44,162.0,56.0,26.0,108.0,40.8,174.0
male,77,174.0,78.0,8.0,88.0,39.8,44.0
male,50,193.0,94.0,11.0,83.0,39.7,42.0
male,73,182.0,82.0,6.0,90.0,39.0,34.0
male,75,180.0,85.0,30.0,108.0,40.9,257.0
female,40,153.0,52.0,29.0,102.0,40.9,175.0
female,61,175.0,71.0,18.0,99.0,40.3,105.0
male,56,173.0,72.0,20.0,98.0,40.5,117.0
male,57,165.0,71.0,18.0,98.0,40.6,106.0
female,58,156.0,62.0,13.0,94.0,40.2,69.0
female,55,179.0,78.0,10.0,91.0,39.6,48.0
male,41,182.0,87.0,14.0,100.0,39.7,81.0
male,22,181.0,83.0,22.0,108.0,40.6,131.0
male,31,173.0,77.0,13.0,95.0,40.2,56.0
female,45,151.0,50.0,20.0,93.0,40.5,103.0
female,22,159.0,57.0,28.0,114.0,40.6,194.0
male,63,197.0,101.0,12.0,94.0,40.3,75.0
female,42,169.0,69.0,13.0,94.0,39.6,65.0
female,53,169.0,65.0,18.0,99.0,40.5,104.0
male,35,198.0,99.0,4.0,92.0,38.8,18.0
male,29,187.0,85.0,3.0,82.0,38.2,7.0
male,23,187.0,84.0,16.0,97.0,40.4,70.0
male,39,185.0,84.0,13.0,95.0,40.0,63.0
female,38,157.0,61.0,4.0,87.0,38.4,17.0
female,37,175.0,65.0,29.0,101.0,40.9,165.0
male,35,179.0,83.0,16.0,93.0,40.3,69.0
female,65,166.0,70.0,15.0,100.0,39.9,90.0
male,37,186.0,90.0,28.0,118.0,40.5,234.0
female,60,158.0,63.0,3.0,78.0,38.4,11.0
male,31,187.0,88.0,12.0,101.0,40.1,65.0
male,28,176.0,78.0,12.0,84.0,39.8,30.0
male,48,162.0,67.0,4.0,86.0,38.8,14.0
female,24,183.0,70.0,14.0,96.0,39.9,68.0
female,28,160.0,60.0,1.0,86.0,37.4,4.0
male,33,183.0,91.0,13.0,92.0,40.1,55.0
male,27,181.0,86.0,30.0,112.0,40.8,206.0
female,70,181.0,81.0,12.0,85.0,40.0,52.0
female,36,166.0,66.0,15.0,101.0,40.2,85.0
male,73,202.0,107.0,13.0,96.0,39.9,93.0
male,60,185.0,84.0,17.0,99.0,40.5,110.0
male,36,182.0,80.0,15.0,94.0,40.1,67.0
male,35,198.0,105.0,25.0,107.0,40.7,173.0
male,52,201.0,107.0,4.0,76.0,38.7,12.0
female,28,164.0,59.0,9.0,90.0,39.5,40.0
female,75,164.0,61.0,17.0,93.0,40.3,94.0
male,28,210.0,119.0,30.0,111.0,40.9,225.0
male,38,179.0,84.0,23.0,102.0,40.8,135.0
male,33,179.0,75.0,19.0,95.0,40.3,83.0
male,62,198.0,105.0,28.0,110.0,40.6,243.0
female,33,176.0,72.0,13.0,91.0,40.4,58.0
female,25,160.0,56.0,15.0,92.0,40.1,69.0
female,27,171.0,63.0,24.0,107.0,40.7,148.0
male,24,175.0,78.0,4.0,81.0,39.1,8.0
male,29,173.0,76.0,10.0,96.0,39.9,43.0
male,21,193.0,90.0,24.0,100.0,40.9,117.0
female,63,182.0,85.0,6.0,91.0,39.4,29.0
male,32,175.0,75.0,19.0,99.0,40.3,94.0
male,73,186.0,89.0,3.0,86.0,38.6,16.0
male,25,174.0,79.0,12.0,97.0,40.3,52.0
female,29,178.0,75.0,14.0,94.0,39.9,65.0
female,47,152.0,54.0,17.0,104.0,40.3,108.0
female,32,160.0,61.0,14.0,101.0,40.3,79.0
male,34,191.0,96.0,29.0,111.0,40.7,211.0
female,49,168.0,64.0,28.0,104.0,40.7,174.0
female,36,162.0,62.0,27.0,110.0,40.4,180.0
female,26,147.0,54.0,18.0,103.0,40.1,105.0
female,68,174.0,74.0,22.0,109.0,40.9,153.0
male,39,189.0,95.0,14.0,84.0,40.3,48.0
female,39,172.0,72.0,3.0,87.0,38.7,12.0
female,57,160.0,62.0,25.0,102.0,40.5,155.0
male,68,186.0,90.0,5.0,87.0,39.0,26.0
female,78,156.0,60.0,18.0,96.0,40.7,107.0
male,54,173.0,74.0,14.0,96.0,40.1,77.0
female,24,147.0,50.0,24.0,106.0,40.5,149.0
female,79,160.0,59.0,26.0,111.0,40.5,197.0
male,58,162.0,71.0,10.0,88.0,39.5,44.0
female,26,143.0,41.0,4.0,73.0,39.4,11.0
male,60,180.0,83.0,17.0,95.0,40.2,99.0
female,54,171.0,68.0,6.0,87.0,39.4,27.0
female,58,157.0,62.0,22.0,102.0,40.7,136.0
female,20,151.0,54.0,19.0,97.0,40.1,97.0
female,36,162.0,60.0,22.0,103.0,40.5,131.0
male,70,172.0,77.0,12.0,99.0,40.1,82.0
male,49,166.0,70.0,5.0,87.0,39.0,19.0
male,38,175.0,77.0,15.0,103.0,40.4,88.0
female,36,160.0,57.0,7.0,93.0,39.2,34.0
female,35,164.0,65.0,27.0,112.0,40.9,184.0
female,54,169.0,72.0,20.0,107.0,40.9,131.0
female,34,148.0,53.0,16.0,94.0,40.4,81.0
female,39,145.0,51.0,30.0,108.0,41.0,200.0
female,36,155.0,56.0,18.0,104.0,40.6,110.0
male,57,182.0,86.0,1.0,84.0,37.9,4.0
male,36,185.0,89.0,18.0,96.0,40.3,89.0
male,21,190.0,96.0,22.0,107.0,40.8,133.0
male,23,175.0,73.0,23.0,110.0,40.6,140.0
female,48,166.0,65.0,12.0,97.0,40.2,65.0
male,57,173.0,77.0,8.0,79.0,39.7,25.0
male,48,170.0,75.0,3.0,90.0,38.7,13.0
male,61,180.0,90.0,4.0,85.0,39.2,18.0
female,56,165.0,66.0,19.0,108.0,40.4,128.0
male,61,169.0,72.0,29.0,110.0,41.0,230.0
male,56,188.0,93.0,5.0,82.0,39.2,20.0
female,52,165.0,65.0,23.0,106.0,40.6,149.0
female,29,182.0,76.0,8.0,83.0,39.7,28.0
female,25,167.0,64.0,23.0,95.0,41.0,111.0
male,39,182.0,84.0,21.0,103.0,40.8,127.0
male,20,170.0,75.0,27.0,103.0,40.9,134.0
female,63,161.0,64.0,4.0,88.0,39.0,19.0
male,25,174.0,74.0,8.0,87.0,39.4,22.0
male,49,170.0,76.0,23.0,110.0,40.2,171.0
female,60,172.0,65.0,10.0,92.0,39.2,51.0
female,24,163.0,61.0,22.0,95.0,40.2,107.0
female,25,173.0,65.0,18.0,96.0,40.4,89.0
male,52,191.0,91.0,22.0,100.0,40.8,140.0
female,34,137.0,44.0,9.0,90.0,39.6,43.0
male,70,197.0,98.0,16.0,95.0,40.2,106.0
female,51,157.0,58.0,26.0,102.0,40.7,159.0
male,53,200.0,96.0,23.0,98.0,40.8,143.0
female,33,150.0,53.0,19.0,106.0,40.4,120.0
female,47,167.0,62.0,15.0,83.0,40.2,60.0
male,23,171.0,68.0,23.0,100.0,40.5,103.0
male,20,173.0,72.0,4.0,80.0,38.6,6.0
female,44,169.0,69.0,18.0,97.0,40.7,96.0
female,27,155.0,55.0,6.0,88.0,39.2,26.0
male,20,188.0,81.0,11.0,89.0,39.9,33.0
female,49,157.0,57.0,6.0,87.0,39.1,27.0
female,26,161.0,51.0,28.0,109.0,41.0,183.0
female,64,170.0,69.0,10.0,92.0,39.7,51.0
male,47,180.0,80.0,26.0,101.0,40.7,157.0
male,20,186.0,86.0,26.0,99.0,40.1,119.0
male,51,190.0,94.0,8.0,86.0,39.0,34.0
male,24,181.0,75.0,20.0,101.0,41.0,97.0
female,22,168.0,65.0,13.0,97.0,40.1,65.0
male,49,200.0,96.0,26.0,97.0,40.5,153.0
female,43,164.0,63.0,2.0,83.0,38.2,8.0
female,79,163.0,65.0,30.0,113.0,41.1,231.0
female,33,154.0,54.0,1.0,78.0,37.7,3.0
female,31,156.0,56.0,11.0,86.0,40.2,45.0
male,21,190.0,90.0,7.0,88.0,39.3,21.0
female,58,145.0,47.0,13.0,91.0,39.8,68.0
male,24,180.0,81.0,23.0,112.0,40.9,152.0
male,29,180.0,84.0,7.0,88.0,39.6,23.0
female,67,161.0,64.0,10.0,90.0,39.6,51.0
female,30,162.0,63.0,28.0,105.0,40.9,168.0
male,26,184.0,86.0,9.0,89.0,39.6,30.0
male,22,164.0,60.0,10.0,99.0,39.8,41.0
male,23,177.0,79.0,29.0,106.0,40.9,163.0
male,29,176.0,77.0,27.0,100.0,40.6,134.0
female,26,149.0,52.0,21.0,94.0,40.6,103.0
male,71,200.0,98.0,27.0,108.0,40.6,234.0
female,60,152.0,54.0,3.0,86.0,38.5,14.0
male,43,195.0,95.0,26.0,106.0,40.7,180.0
male,48,178.0,78.0,26.0,107.0,40.9,181.0
female,39,165.0,66.0,3.0,76.0,38.5,9.0
female,66,162.0,64.0,29.0,110.0,40.8,208.0
male,28,186.0,88.0,13.0,100.0,40.1,67.0
male,26,181.0,84.0,29.0,116.0,41.2,214.0
female,33,156.0,60.0,14.0,88.0,40.2,60.0
male,57,188.0,92.0,7.0,92.0,39.4,38.0
male,58,187.0,93.0,2.0,81.0,38.0,8.0
male,73,213.0,113.0,12.0,103.0,39.9,100.0
female,66,153.0,60.0,28.0,108.0,40.8,196.0
female,58,179.0,76.0,27.0,108.0,40.6,180.0
male,40,180.0,80.0,28.0,108.0,40.9,190.0
male,72,183.0,81.0,13.0,94.0,40.5,81.0
female,29,156.0,50.0,28.0,113.0,40.9,197.0
female,34,181.0,75.0,27.0,108.0,40.9,168.0
female,25,162.0,66.0,30.0,112.0,41.3,199.0
female,45,140.0,41.0,25.0,99.0,40.7,148.0
female,26,175.0,76.0,22.0,105.0,40.6,127.0
female,48,159.0,60.0,18.0,89.0,40.6,84.0
male,41,178.0,81.0,3.0,81.0,38.4,8.0
male,64,179.0,82.0,10.0,93.0,40.0,57.0
male,79,175.0,83.0,24.0,93.0,40.8,155.0
male,65,191.0,87.0,23.0,103.0,40.9,170.0
male,21,186.0,89.0,22.0,101.0,40.4,110.0
female,22,161.0,53.0,7.0,83.0,39.5,26.0
female,51,158.0,61.0,22.0,102.0,40.5,134.0
male,20,208.0,105.0,14.0,86.0,40.2,42.0
female,29,167.0,73.0,28.0,117.0,40.8,200.0
male,47,204.0,98.0,18.0,96.0,40.6,102.0
female,60,165.0,61.0,3.0,92.0,38.5,16.0
male,70,191.0,90.0,9.0,91.0,39.5,53.0
female,21,176.0,72.0,25.0,103.0,40.7,138.0
female,57,167.0,63.0,28.0,103.0,40.8,176.0
female,30,166.0,61.0,3.0,82.0,39.1,11.0
male,29,193.0,92.0,4.0,85.0,39.0,12.0
female,24,176.0,70.0,5.0,94.0,39.1,23.0
female,57,167.0,65.0,15.0,97.0,39.9,84.0
female,26,154.0,56.0,5.0,85.0,39.4,20.0
female,71,172.0,69.0,21.0,108.0,40.3,146.0
female,43,158.0,63.0,8.0,90.0,39.7,37.0
male,58,187.0,94.0,9.0,88.0,39.7,44.0
male,30,199.0,99.0,16.0,90.0,40.0,64.0
female,59,178.0,74.0,7.0,89.0,39.8,33.0
male,49,198.0,97.0,22.0,93.0,40.9,117.0
male,35,201.0,99.0,3.0,87.0,38.7,11.0
female,32,168.0,67.0,11.0,93.0,39.7,52.0
male,57,195.0,93.0,24.0,106.0,40.7,182.0
male,77,190.0,100.0,16.0,96.0,40.3,115.0
female,37,164.0,60.0,17.0,102.0,40.2,100.0
male,79,192.0,98.0,7.0,79.0,39.3,33.0
female,47,153.0,56.0,15.0,109.0,39.8,103.0
male,77,181.0,91.0,22.0,110.0,40.7,200.0
male,35,181.0,78.0,10.0,91.0,39.5,39.0
male,32,188.0,86.0,24.0,101.0,40.7,131.0
female,33,166.0,65.0,19.0,100.0,40.3,105.0
female,32,162.0,56.0,10.0,93.0,39.5,49.0
female,33,169.0,70.0,13.0,89.0,39.8,55.0
male,27,185.0,80.0,1.0,80.0,37.9,2.0
female,29,143.0,45.0,17.0,92.0,40.4,82.0
male,53,202.0,111.0,5.0,75.0,39.0,15.0
female,27,161.0,57.0,9.0,88.0,39.8,38.0
female,40,166.0,63.0,10.0,86.0,39.7,42.0
male,59,206.0,102.0,5.0,81.0,39.4,20.0
male,69,174.0,83.0,24.0,108.0,40.8,198.0
female,45,153.0,52.0,29.0,103.0,40.7,180.0
female,38,166.0,63.0,13.0,90.0,39.9,59.0
male,52,170.0,77.0,24.0,108.0,40.6,175.0
female,59,152.0,58.0,21.0,101.0,41.1,129.0
female,28,176.0,67.0,8.0,84.0,39.4,29.0
male,67,183.0,83.0,23.0,103.0,40.7,170.0
female,39,179.0,76.0,20.0,105.0,40.5,120.0
female,32,171.0,67.0,7.0,84.0,39.6,26.0
male,21,169.0,70.0,2.0,94.0,38.0,7.0
female,31,176.0,69.0,12.0,98.0,39.5,62.0
female,43,161.0,61.0,5.0,88.0,39.0,22.0
female,30,191.0,92.0,25.0,104.0,41.1,138.0
male,40,173.0,79.0,15.0,100.0,40.2,83.0
male,45,171.0,79.0,11.0,87.0,40.0,42.0
female,74,174.0,79.0,4.0,90.0,38.8,20.0
male,67,184.0,88.0,29.0,111.0,40.8,252.0
female,22,159.0,58.0,15.0,94.0,40.3,71.0
female,20,160.0,57.0,9.0,89.0,39.4,38.0
female,70,172.0,68.0,29.0,109.0,40.7,205.0
male,42,189.0,87.0,24.0,99.0,40.9,136.0
female,26,171.0,70.0,16.0,93.0,40.2,73.0
male,32,183.0,86.0,3.0,81.0,38.5,7.0
male,31,180.0,83.0,23.0,91.0,41.0,88.0
female,77,173.0,76.0,22.0,102.0,40.6,140.0
male,26,195.0,86.0,26.0,102.0,40.7,138.0
female,38,170.0,59.0,26.0,115.0,40.8,189.0
female,31,156.0,53.0,20.0,102.0,40.6,117.0
male,37,190.0,92.0,4.0,87.0,39.3,15.0
female,74,162.0,58.0,28.0,113.0,41.0,216.0
female,58,167.0,65.0,14.0,98.0,40.1,80.0
female,36,172.0,68.0,19.0,98.0,40.2,101.0
female,69,169.0,67.0,15.0,90.0,40.2,76.0
male,44,193.0,96.0,17.0,103.0,40.3,111.0
female,34,178.0,77.0,23.0,93.0,40.3,106.0
male,49,185.0,90.0,29.0,92.0,40.8,145.0
female,40,170.0,68.0,6.0,87.0,39.4,25.0
male,28,181.0,80.0,19.0,105.0,40.2,109.0
female,44,164.0,66.0,23.0,103.0,40.5,138.0
male,78,187.0,88.0,22.0,98.0,40.8,160.0
female,34,173.0,71.0,14.0,96.0,40.2,70.0
female,26,146.0,46.0,16.0,99.0,40.4,89.0
female,23,157.0,56.0,5.0,94.0,39.4,24.0
female,43,169.0,68.0,11.0,89.0,39.7,49.0
female,45,152.0,51.0,1.0,82.0,37.6,4.0
female,22,157.0,59.0,3.0,88.0,38.6,12.0
female,42,172.0,62.0,20.0,100.0,40.5,114.0
female,78,189.0,84.0,10.0,85.0,40.0,44.0
male,20,185.0,85.0,16.0,101.0,40.1,78.0
male,22,201.0,98.0,28.0,102.0,40.7,151.0
male,76,177.0,82.0,6.0,98.0,39.6,42.0
female,26,170.0,69.0,24.0,107.0,40.8,146.0
female,73,158.0,63.0,9.0,87.0,39.8,44.0
female,50,176.0,70.0,6.0,91.0,39.3,29.0
male,29,182.0,81.0,21.0,106.0,40.3,125.0
female,52,168.0,67.0,22.0,109.0,40.7,149.0
male,25,173.0,71.0,5.0,84.0,39.2,11.0
male,38,168.0,72.0,5.0,82.0,39.1,13.0
male,39,172.0,77.0,15.0,94.0,40.4,68.0
female,21,170.0,64.0,4.0,89.0,38.6,17.0
female,25,153.0,54.0,5.0,87.0,38.9,21.0
male,56,183.0,75.0,29.0,105.0,40.6,203.0
female,48,166.0,61.0,20.0,100.0,40.6,116.0
male,35,190.0,87.0,14.0,91.0,39.9,58.0
female,20,172.0,69.0,24.0,98.0,40.9,120.0
male,50,184.0,82.0,26.0,107.0,40.6,186.0
male,42,200.0,105.0,15.0,94.0,40.5,79.0
male,34,181.0,78.0,8.0,86.0,39.6,25.0
female,27,184.0,78.0,28.0,108.0,41.0,170.0
male,30,179.0,82.0,13.0,88.0,40.0,43.0
male,33,187.0,80.0,21.0,91.0,40.6,81.0
male,49,188.0,94.0,5.0,85.0,39.0,20.0
female,77,170.0,66.0,11.0,96.0,39.8,64.0
female,20,171.0,63.0,5.0,87.0,39.0,20.0
male,70,179.0,88.0,4.0,79.0,38.8,16.0
male,49,181.0,87.0,16.0,104.0,40.3,108.0
female,51,132.0,41.0,6.0,86.0,39.2,28.0
male,68,190.0,90.0,6.0,84.0,39.3,28.0
female,47,158.0,60.0,30.0,101.0,40.9,178.0
male,39,188.0,89.0,25.0,108.0,40.5,173.0
female,46,160.0,61.0,25.0,101.0,40.6,147.0
female,20,176.0,70.0,9.0,87.0,39.7,34.0
male,38,179.0,86.0,24.0,103.0,40.6,145.0
male,57,184.0,85.0,14.0,91.0,40.3,72.0
female,26,155.0,56.0,22.0,96.0,40.7,112.0
male,62,188.0,92.0,15.0,91.0,40.4,83.0
female,73,171.0,69.0,15.0,97.0,40.3,88.0
male,41,175.0,83.0,30.0,108.0,41.0,207.0
female,75,186.0,77.0,14.0,90.0,40.0,70.0
male,46,182.0,84.0,17.0,99.0,40.4,98.0
female,44,161.0,65.0,19.0,100.0,40.8,108.0
female,40,170.0,73.0,25.0,105.0,40.5,151.0
male,59,191.0,91.0,2.0,85.0,38.0,9.0
female,73,170.0,71.0,16.0,91.0,40.2,83.0
male,29,192.0,97.0,10.0,84.0,39.5,30.0
female,26,179.0,74.0,29.0,109.0,40.8,180.0
female,40,176.0,72.0,1.0,84.0,37.9,4.0
male,26,195.0,97.0,26.0,102.0,41.0,145.0
female,23,173.0,72.0,18.0,94.0,40.0,83.0
male,41,179.0,83.0,26.0,107.0,40.5,175.0
male,59,187.0,95.0,3.0,82.0,38.2,12.0
female,42,164.0,57.0,20.0,99.0,40.7,113.0
female,47,167.0,67.0,25.0,101.0,40.6,146.0
male,70,182.0,91.0,26.0,108.0,40.7,220.0
male,51,168.0,68.0,2.0,71.0,38.1,3.0
male,29,180.0,78.0,18.0,97.0,40.2,82.0
female,64,168.0,65.0,20.0,105.0,40.4,132.0
female,35,164.0,62.0,12.0,92.0,39.6,57.0
male,46,173.0,77.0,5.0,91.0,39.1,22.0
female,31,166.0,63.0,19.0,99.0,40.5,102.0
male,47,194.0,98.0,19.0,102.0,40.5,125.0
female,28,164.0,63.0,18.0,98.0,40.6,94.0
male,78,197.0,101.0,8.0,95.0,39.5,57.0
female,51,151.0,55.0,10.0,93.0,40.3,52.0
female,21,146.0,44.0,4.0,81.0,38.4,14.0
male,45,185.0,82.0,3.0,86.0,38.4,11.0
female,24,155.0,58.0,16.0,101.0,40.2,89.0
male,21,196.0,96.0,26.0,107.0,40.6,157.0
male,21,183.0,85.0,23.0,106.0,40.4,130.0
male,61,168.0,73.0,11.0,87.0,39.8,49.0
female,76,155.0,59.0,6.0,73.0,39.2,21.0
female,49,178.0,68.0,21.0,97.0,40.5,114.0
male,25,177.0,80.0,7.0,88.0,39.8,21.0
female,47,151.0,56.0,25.0,108.0,40.7,168.0
male,29,181.0,78.0,23.0,104.0,40.8,129.0
male,33,207.0,110.0,29.0,107.0,40.9,201.0
female,20,162.0,56.0,29.0,113.0,40.7,197.0
female,34,160.0,62.0,21.0,106.0,40.6,130.0
male,54,165.0,72.0,7.0,88.0,39.5,30.0
male,35,202.0,112.0,15.0,92.0,40.1,72.0
male,69,190.0,93.0,26.0,108.0,40.9,220.0
male,44,183.0,91.0,15.0,90.0,40.4,67.0
female,48,159.0,60.0,17.0,99.0,40.6,97.0
female,48,180.0,74.0,9.0,95.0,39.6,46.0
female,26,173.0,70.0,13.0,89.0,40.3,54.0
male,39,175.0,77.0,20.0,95.0,40.6,94.0
female,35,148.0,53.0,5.0,84.0,39.2,20.0
male,38,174.0,80.0,5.0,86.0,39.0,17.0
female,37,163.0,58.0,9.0,82.0,39.7,34.0
female,55,166.0,58.0,10.0,90.0,39.7,49.0
female,35,163.0,56.0,24.0,108.0,40.8,156.0
female,30,147.0,53.0,28.0,117.0,40.6,208.0
male,50,206.0,111.0,25.0,117.0,40.5,232.0
male,58,176.0,77.0,11.0,90.0,40.0,53.0
male,73,188.0,93.0,29.0,111.0,40.9,264.0
male,23,165.0,70.0,4.0,76.0,38.9,4.0
female,51,157.0,56.0,25.0,101.0,40.8,151.0
male,59,170.0,74.0,22.0,103.0,40.6,150.0
male,39,202.0,104.0,19.0,100.0,40.3,115.0
male,28,182.0,76.0,13.0,91.0,40.1,46.0
female,39,164.0,58.0,22.0,99.0,40.6,123.0
male,20,190.0,93.0,12.0,94.0,39.9,48.0
female,54,167.0,72.0,15.0,93.0,40.1,75.0
male,36,187.0,89.0,16.0,90.0,40.4,65.0
male,59,185.0,96.0,29.0,113.0,40.9,255.0
female,20,171.0,68.0,2.0,86.0,38.0,7.0
male,58,181.0,85.0,5.0,84.0,39.0,21.0
male,56,169.0,72.0,10.0,92.0,40.0,50.0
female,52,166.0,60.0,4.0,81.0,38.9,16.0
male,51,173.0,77.0,17.0,95.0,40.3,90.0
female,22,170.0,71.0,19.0,102.0,40.7,103.0
male,29,210.0,111.0,6.0,84.0,39.2,20.0
female,42,170.0,70.0,25.0,111.0,40.5,169.0
male,44,196.0,92.0,27.0,112.0,40.7,211.0
male,27,188.0,92.0,4.0,85.0,38.9,12.0
female,32,176.0,70.0,2.0,86.0,38.6,8.0
female,58,156.0,55.0,25.0,107.0,40.5,171.0
female,42,156.0,53.0,11.0,87.0,39.7,49.0
female,56,146.0,49.0,6.0,91.0,39.4,31.0
female,42,169.0,65.0,3.0,78.0,38.7,10.0
female,46,174.0,68.0,9.0,91.0,39.6,43.0
female,41,191.0,89.0,18.0,89.0,40.6,75.0
male,54,189.0,101.0,6.0,94.0,38.8,35.0
female,33,153.0,54.0,17.0,97.0,40.1,91.0
female,27,148.0,49.0,8.0,88.0,39.6,35.0
male,73,196.0,102.0,26.0,98.0,40.5,191.0
male,25,186.0,88.0,21.0,103.0,40.6,115.0
female,25,155.0,59.0,14.0,86.0,40.1,55.0
male,62,177.0,83.0,7.0,83.0,39.4,29.0
female,55,159.0,60.0,16.0,96.0,40.2,89.0
male,24,188.0,90.0,13.0,93.0,40.0,51.0
female,41,167.0,67.0,22.0,104.0,40.4,133.0
female,35,154.0,53.0,10.0,90.0,39.6,46.0
male,40,178.0,80.0,17.0,96.0,40.4,84.0
female,36,148.0,53.0,1.0,83.0,37.2,4.0
male,25,173.0,72.0,19.0,104.0,40.4,100.0
male,39,208.0,105.0,6.0,86.0,39.2,24.0
female,43,175.0,73.0,1.0,91.0,37.5,5.0
male,60,183.0,87.0,28.0,114.0,41.2,246.0
male,25,192.0,98.0,28.0,104.0,40.8,163.0
female,31,161.0,57.0,11.0,96.0,40.2,57.0
male,63,185.0,88.0,27.0,113.0,40.6,238.0
male,30,198.0,106.0,5.0,75.0,39.3,9.0
male,50,189.0,94.0,26.0,107.0,40.5,193.0
female,48,164.0,65.0,1.0,81.0,37.7,4.0
male,69,170.0,76.0,4.0,84.0,38.8,18.0
female,79,168.0,65.0,6.0,90.0,39.3,31.0
female,54,164.0,61.0,17.0,96.0,40.4,94.0
female,53,156.0,57.0,8.0,91.0,39.7,40.0
female,36,156.0,58.0,29.0,112.0,41.1,201.0
female,49,166.0,63.0,8.0,95.0,39.4,42.0
female,48,161.0,63.0,22.0,102.0,40.7,132.0
male,28,195.0,100.0,22.0,107.0,41.0,142.0
male,57,174.0,78.0,29.0,112.0,41.3,236.0
female,65,177.0,69.0,11.0,96.0,39.9,61.0
female,52,164.0,60.0,17.0,99.0,39.8,99.0
female,31,175.0,66.0,1.0,79.0,37.4,3.0
female,21,167.0,67.0,18.0,100.0,40.2,95.0
female,20,155.0,56.0,26.0,109.0,40.6,165.0
male,28,193.0,96.0,11.0,85.0,40.1,34.0
female,29,150.0,49.0,4.0,73.0,39.3,11.0
female,68,170.0,73.0,30.0,102.0,40.8,187.0
male,36,178.0,82.0,26.0,102.0,40.7,149.0
female,43,157.0,56.0,20.0,99.0,40.6,114.0
male,35,185.0,86.0,24.0,109.0,40.5,163.0
male,71,202.0,111.0,7.0,85.0,39.5,38.0
male,72,193.0,102.0,15.0,88.0,40.5,87.0
female,73,152.0,57.0,27.0,111.0,40.8,202.0
female,77,177.0,75.0,22.0,96.0,40.5,126.0
male,48,199.0,106.0,7.0,85.0,39.3,30.0
male,32,188.0,86.0,19.0,97.0,40.5,92.0
male,74,193.0,95.0,8.0,79.0,39.5,35.0
female,26,160.0,60.0,27.0,111.0,41.0,179.0
female,36,181.0,76.0,6.0,83.0,38.8,22.0
female,41,173.0,73.0,27.0,103.0,40.7,158.0
female,50,145.0,50.0,18.0,100.0,40.6,108.0
female,39,160.0,66.0,5.0,80.0,39.0,17.0
female,26,167.0,65.0,16.0,89.0,40.4,67.0
male,34,186.0,84.0,8.0,83.0,39.7,22.0
female,49,148.0,54.0,29.0,101.0,40.8,175.0
male,67,183.0,87.0,26.0,106.0,40.4,206.0
male,28,194.0,86.0,18.0,93.0,40.3,73.0
male,61,179.0,80.0,11.0,89.0,40.2,54.0
male,69,207.0,111.0,21.0,98.0,40.6,154.0
female,21,163.0,60.0,3.0,86.0,38.6,12.0
female,74,189.0,85.0,28.0,111.0,40.9,200.0
female,60,164.0,61.0,5.0,83.0,39.1,21.0
female,22,162.0,56.0,20.0,95.0,40.4,98.0
male,31,198.0,101.0,3.0,77.0,39.0,6.0
male,46,179.0,82.0,18.0,109.0,40.3,131.0
female,20,172.0,60.0,27.0,101.0,40.7,147.0
female,78,170.0,67.0,9.0,94.0,40.0,51.0
female,79,168.0,68.0,24.0,108.0,40.5,171.0
female,20,164.0,62.0,10.0,85.0,40.0,37.0
male,48,198.0,102.0,7.0,94.0,39.4,39.0
female,40,174.0,69.0,2.0,85.0,37.7,8.0
male,49,181.0,85.0,23.0,108.0,40.7,168.0
male,46,179.0,82.0,29.0,104.0,40.7,189.0
male,42,176.0,84.0,26.0,112.0,40.8,197.0
female,44,151.0,56.0,4.0,91.0,38.9,19.0
male,29,190.0,99.0,7.0,86.0,39.6,23.0
male,33,175.0,70.0,9.0,88.0,39.4,29.0
male,55,217.0,126.0,17.0,91.0,40.4,101.0
male,49,187.0,91.0,25.0,99.0,40.8,152.0
female,26,160.0,58.0,22.0,95.0,40.4,109.0
